DateKey,SalesPerson,SalesProductKey,CustomerKey,Sales,Cost Of Goods
1/9/2022,30788369,1053,615,967,89%
1/9/2022,30788253,1013,401,567,89%
1/9/2022,30788369,1025,619,612,85%
1/9/2022,30788216,1068,303,115,94%
1/9/2022,30788253,1057,620,538,90%
1/9/2022,30788164,1050,604,860,90%
1/9/2022,30788216,1060,505,847,87%
1/9/2022,30788164,1050,604,148,85%
1/9/2022,30788216,1060,505,180,86%
1/9/2022,30788164,1050,604,766,85%
1/9/2022,30788216,1060,505,223,88%
1/9/2022,30788164,1050,604,81,94%
1/9/2022,30788336,1045,507,411,88%
1/9/2022,30788164,1015,601,647,86%
1/9/2022,30788164,1021,305,974,86%
1/9/2022,30788362,1043,517,819,90%
1/9/2022,30788164,1008,606,373,88%
1/9/2022,30788164,1006,606,716,86%
1/9/2022,30788369,1031,610,132,85%
1/9/2022,30788369,1058,515,696,87%
1/9/2022,30788253,1068,513,936,95%
1/9/2022,30788164,1041,512,573,93%
1/9/2022,30788253,1038,504,924,89%
1/9/2022,30788336,1049,504,56,91%
1/9/2022,30788369,1001,518,407,93%
1/9/2022,30788369,1061,604,994,89%
1/9/2022,30788253,1047,307,154,94%
1/9/2022,30788369,1038,601,374,93%
1/9/2022,30788253,1017,415,701,87%
1/9/2022,30788216,1027,302,824,88%
1/9/2022,30788164,1046,614,906,91%
1/9/2022,30788253,1034,607,223,85%
1/9/2022,30788253,1053,503,254,88%
1/9/2022,30788369,1003,320,598,92%
1/9/2022,30788253,1002,606,965,86%
1/9/2022,30788216,1060,206,929,91%
1/9/2022,30788164,1050,518,720,85%
1/9/2022,30788369,1008,314,494,95%
1/9/2022,30788164,1020,402,265,95%
1/9/2022,30788253,1070,619,615,94%
1/9/2022,30788336,1012,419,246,89%
1/9/2022,30788336,1012,612,251,93%
1/9/2022,30788253,1044,417,803,90%
1/9/2022,30788216,1012,506,985,86%
1/9/2022,30788369,1029,420,877,85%
1/9/2022,30788164,1056,619,759,87%
1/9/2022,30788369,1062,301,794,92%
1/9/2022,30788216,1022,612,759,95%
1/9/2022,30788253,1014,513,300,93%
1/10/2022,30788164,1058,404,997,86%
1/10/2022,30788369,1025,609,292,95%
1/10/2022,30788362,1009,216,180,92%
1/10/2022,30788369,1040,103,341,85%
1/10/2022,30788336,1004,510,195,87%
1/10/2022,30788369,1055,705,463,94%
1/10/2022,30788253,1004,612,788,94%
1/10/2022,30788253,1039,402,581,87%
1/10/2022,30788369,1034,511,974,92%
1/10/2022,30788369,1021,516,229,95%
1/10/2022,30788369,1042,611,322,95%
1/10/2022,30788253,1042,407,358,93%
1/10/2022,30788216,1057,320,344,89%
1/10/2022,30788216,1043,613,389,93%
1/10/2022,30788216,1057,515,725,93%
1/10/2022,30788216,1031,618,64,89%
1/10/2022,30788336,1058,220,849,94%
1/10/2022,30788336,1052,304,718,95%
1/10/2022,30788164,1031,413,337,95%
1/10/2022,30788369,1024,501,662,93%
1/10/2022,30788369,1064,309,548,95%
1/10/2022,30788369,1040,416,287,85%
1/10/2022,30788253,1014,612,484,86%
1/10/2022,30788369,1070,520,887,86%
1/10/2022,30788336,1016,506,789,90%
1/10/2022,30788253,1063,611,821,92%
1/10/2022,30788216,1013,613,705,93%
1/10/2022,30788369,1017,304,168,91%
1/10/2022,30788369,1019,507,611,94%
1/10/2022,30788369,1021,616,454,94%
1/10/2022,30788216,1031,20,261,88%
1/10/2022,30788369,1068,611,97,90%
1/10/2022,30788369,1014,604,59,90%
1/10/2022,30788253,1006,519,500,89%
1/10/2022,30788336,1012,515,94,85%
1/10/2022,30788369,1029,305,906,91%
1/10/2022,30788216,1027,610,226,85%
1/10/2022,30788336,1058,518,520,87%
1/10/2022,30788369,1030,301,999,88%
1/10/2022,30788362,1065,604,247,86%
1/10/2022,30788253,1057,620,272,89%
1/10/2022,30788216,1003,607,230,93%
1/10/2022,30788369,1053,509,478,86%
1/10/2022,30788216,1052,609,217,95%
1/10/2022,30788164,1037,604,887,90%
1/10/2022,30788362,1066,316,768,94%
1/10/2022,30788369,1052,407,855,89%
1/10/2022,30788362,1055,704,770,88%
1/10/2022,30788253,1065,416,530,90%
1/10/2022,30788369,1048,616,501,88%
1/10/2022,30788253,1063,518,94,86%
1/10/2022,30788253,1063,518,536,91%
1/10/2022,30788253,1063,518,224,85%
1/10/2022,30788253,1063,518,899,94%
1/10/2022,30788164,1037,611,135,88%
1/10/2022,30788362,1005,508,180,91%
1/10/2022,30788216,1053,319,888,87%
1/10/2022,30788369,1060,620,403,89%
1/10/2022,30788216,1005,408,608,95%
1/10/2022,30788369,1020,207,690,90%
1/10/2022,30788362,1031,615,374,95%
1/11/2022,30788164,1050,719,335,89%
1/11/2022,30788216,1037,16,729,85%
1/11/2022,30788369,1031,606,391,91%
1/11/2022,30788253,1040,607,661,94%
1/11/2022,30788164,1055,405,896,92%
1/11/2022,30788336,1050,110,375,88%
1/11/2022,30788164,1036,217,945,90%
1/11/2022,30788369,1043,302,586,92%
1/11/2022,30788164,1029,403,865,89%
1/11/2022,30788369,1052,619,590,88%
1/11/2022,30788336,1026,512,960,90%
1/11/2022,30788369,1063,314,104,91%
1/11/2022,30788216,1013,503,294,88%
1/11/2022,30788369,1010,706,906,88%
1/11/2022,30788253,1015,118,188,85%
1/11/2022,30788253,1024,507,552,95%
1/11/2022,30788369,1039,516,445,92%
1/11/2022,30788369,1054,508,658,92%
1/11/2022,30788253,1064,311,332,85%
1/11/2022,30788216,1048,509,919,88%
1/11/2022,30788164,1036,413,702,87%
1/11/2022,30788164,1016,415,298,91%
1/11/2022,30788253,1027,402,628,94%
1/11/2022,30788362,1003,502,989,91%
1/11/2022,30788369,1026,217,412,92%
1/11/2022,30788369,1007,517,188,90%
1/11/2022,30788369,1012,420,224,86%
1/11/2022,30788336,1038,305,70,86%
1/11/2022,30788253,1017,607,181,87%
1/11/2022,30788369,1042,107,297,89%
1/11/2022,30788369,1005,209,520,92%
1/11/2022,30788253,1008,620,239,92%
1/11/2022,30788362,1009,611,333,86%
1/11/2022,30788336,1055,412,106,90%
1/11/2022,30788164,1069,603,684,87%
1/11/2022,30788253,1025,609,597,86%
1/11/2022,30788164,1001,314,798,95%
1/11/2022,30788336,1030,511,272,87%
1/11/2022,30788369,1038,612,446,89%
1/11/2022,30788164,1028,101,735,94%
1/11/2022,30788369,1053,505,744,95%
1/11/2022,30788369,1047,215,111,88%
1/11/2022,30788362,1058,609,71,85%
1/11/2022,30788362,1025,712,84,89%
1/11/2022,30788369,1052,702,325,91%
1/11/2022,30788164,1046,607,992,89%
1/11/2022,30788253,1036,602,402,95%
1/11/2022,30788253,1021,315,10,95%
1/11/2022,30788362,1062,409,312,90%
1/11/2022,30788369,1053,614,544,93%
1/11/2022,30788253,1029,406,829,85%
1/11/2022,30788336,1038,416,79,95%
